,displacement,label
2124,0.01,1
2125,0.01,1
2126,0.008,1
2127,0.008,1
2128,0.009000000000000001,1
2129,0.009000000000000001,1
2130,0.009000000000000001,1
2131,0.009000000000000001,1
2132,0.008,1
2133,0.008,1
2134,0.01,1
2135,0.01,1
2136,0.008,1
2137,0.008,1
2138,0.008,1
2139,0.008,1
2140,0.008,1
2141,0.008,1
2142,0.008,1
2143,0.008,1
2144,0.008,1
2145,0.008,1
2146,0.009000000000000001,1
2147,0.009000000000000001,1
2148,0.008,1
2149,0.008,1
2150,0.008,1
2151,0.008,1
2152,0.01,1
2153,0.01,1
2154,0.009000000000000001,1
2155,0.009000000000000001,1
2156,0.009000000000000001,1
2157,0.009000000000000001,1
2158,0.01,1
2159,0.01,1
2160,0.008,1
2161,0.008,1
2162,0.009000000000000001,1
2163,0.009000000000000001,1
2164,0.01,1
2165,0.01,1
2166,0.006999999999999999,1
2167,0.006999999999999999,1
2168,0.006999999999999999,1
2169,0.006999999999999999,1
2170,0.01,1
2171,0.01,1
2172,0.011,1
2173,0.011,1
2174,0.005,1
2175,0.005,1
2176,0.009000000000000001,1
2177,0.009000000000000001,1
2178,0.009000000000000001,1
2179,0.009000000000000001,1
2180,0.011,1
2181,0.008,1
2182,0.008,1
2183,0.009000000000000001,1
2184,0.009000000000000001,1
2185,0.011,1
2186,0.009000000000000001,1
2187,0.009000000000000001,1
2188,0.011,1
2189,0.011,1
2190,0.009000000000000001,1
2191,0.009000000000000001,1
2192,0.009000000000000001,1
2193,0.009000000000000001,1
2194,0.006999999999999999,1
2195,0.006999999999999999,1
2196,0.01,1
2197,0.01,1
2198,0.006999999999999999,1
2199,0.006999999999999999,1
2200,0.009000000000000001,1
2201,0.009000000000000001,1
2202,0.009000000000000001,1
2203,0.009000000000000001,1
2204,0.011,1
2205,0.006999999999999999,1
2206,0.006999999999999999,1
2207,0.008,1
2208,0.008,1
2209,0.006999999999999999,1
2210,0.006999999999999999,1
2211,0.01,1
2212,0.01,1
2213,0.01,1
2214,0.01,1
2215,0.008,1
2216,0.008,1
2217,0.008,1
2218,0.008,1
2219,0.008,1
2220,0.008,1
2221,0.01,1
2222,0.01,1
2223,0.009000000000000001,1
2224,0.009000000000000001,1
2225,0.009000000000000001,1
2226,0.009000000000000001,1
2227,0.011,1
2228,0.011,1
2229,0.008,1
2230,0.008,1
2231,0.009000000000000001,1
2232,0.009000000000000001,1
2233,0.008,1
2234,0.008,1
2235,0.006999999999999999,1
2236,0.006999999999999999,1
2237,0.009000000000000001,1
2238,0.009000000000000001,1
2239,0.009000000000000001,1
2240,0.009000000000000001,1
2241,0.008,1
2242,0.008,1
2243,0.006999999999999999,1
2244,0.006999999999999999,1
2245,0.009000000000000001,1
2246,0.009000000000000001,1
2247,0.009000000000000001,1
2248,0.009000000000000001,1
2249,0.008,1
2250,0.008,1
2251,0.008,1
2252,0.008,1
2253,0.008,1
2254,0.006999999999999999,1
2255,0.009000000000000001,1
2256,0.009000000000000001,1
2257,0.01,1
2258,0.01,1
2259,0.009000000000000001,1
2260,0.009000000000000001,1
2261,0.01,1
2262,0.01,1
2263,0.008,1
2264,0.008,1
2265,0.008,1
2266,0.011,1
2267,0.011,1
2268,0.009000000000000001,1
2269,0.009000000000000001,1
2270,0.009000000000000001,1
2271,0.009000000000000001,1
2272,0.006999999999999999,1
2273,0.006999999999999999,1
2274,0.006999999999999999,1
2275,0.006999999999999999,1
2276,0.008,1
2277,0.008,1
2278,0.01,1
2279,0.01,1
2280,0.012,1
2281,0.012,1
